
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
9480189,K00941.01,Kepler-257 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.581477136,5.4850000e-06,-5.4850000e-06,174.7878140,6.300000e-04,-6.300000e-04,0.1370,0.3140,-0.1370,3.08960,0.03680,-0.03680,2.3189e+03,2.210e+01,-2.210e+01,4.56,1.560e+00,-7.200e-01,881.0,,,142.63,149.93,-53.12,116.20,1,q1_q17_dr25_tce,5188.00,171.00,-155.00,4.400,0.140,-0.260,0.9730,0.3330,-0.1540,297.315980,46.023258,15.471
11974540,K00129.01,Kepler-470 b,CONFIRMED,FALSE POSITIVE,1.0000,0,1,0,0,24.669192732,7.5690000e-06,-7.5690000e-06,132.8642360,2.580000e-04,-2.580000e-04,0.0730,0.0960,-0.0500,7.03515,0.00754,-0.00754,7.3823e+03,1.370e+01,-1.370e+01,77.76,2.127e+01,-3.190e+01,1485.0,,,1150.61,1220.73,-925.51,603.00,1,q1_q17_dr25_tce,5313.00,328.00,-712.00,2.936,0.180,-0.180,9.3270,2.5510,-3.8260,297.009430,50.372318,13.224
9480189,K00941.02,Kepler-257 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.382652873,3.5950000e-06,-3.5950000e-06,170.6662600,1.190000e-03,-1.190000e-03,0.6820,0.0190,-0.5190,1.88880,0.04480,-0.04480,7.0540e+02,1.810e+01,-1.810e+01,2.74,9.400e-01,-4.300e-01,1237.0,,,553.53,581.85,-206.16,45.50,3,q1_q17_dr25_tce,5188.00,171.00,-155.00,4.400,0.140,-0.260,0.9730,0.3330,-0.1540,297.315980,46.023258,15.471
9480189,K00941.03,Kepler-257 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,24.664614160,4.0620000e-05,-4.0620000e-05,189.0203100,1.120000e-03,-1.120000e-03,0.8000,0.0610,-0.5670,2.85790,0.06170,-0.06170,2.3988e+03,4.680e+01,-4.680e+01,5.34,1.830e+00,-8.400e-01,567.0,,,24.53,25.78,-9.14,56.70,2,q1_q17_dr25_tce,5188.00,171.00,-155.00,4.400,0.140,-0.260,0.9730,0.3330,-0.1540,297.315980,46.023258,15.471
9512687,K00942.01,Kepler-735 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.515171670,1.5660000e-05,-1.5660000e-05,174.8585500,1.060000e-03,-1.060000e-03,0.3110,0.1240,-0.3110,2.00600,0.03820,-0.03820,1.3574e+03,3.030e+01,-3.030e+01,2.90,4.000e-01,-1.900e-01,657.0,,,43.96,19.80,-10.12,53.20,1,q1_q17_dr25_tce,5177.00,155.00,-155.00,4.590,0.024,-0.102,0.7980,0.1080,-0.0540,284.688870,46.172249,15.386
8644288,K00137.01,Kepler-18 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.641567589,1.7690000e-06,-1.7690000e-06,135.4075640,1.910000e-04,-1.910000e-04,0.0270,0.1670,-0.0270,3.41018,0.00733,-0.00733,2.2697e+03,5.800e+00,-5.800e+00,4.91,3.000e-01,-3.300e-01,899.0,,,154.25,34.59,-27.39,437.50,2,q1_q17_dr25_tce,5356.00,112.00,-72.00,4.338,0.065,-0.040,1.0550,0.0650,-0.0720,298.079440,44.746319,13.549
5738346,K01006.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,30.611393200,1.0090000e-04,-1.0090000e-04,374.6216000,2.240000e-03,-2.240000e-03,1.2640,70.1200,-2.6630,3.57600,0.12400,-0.12400,3.4720e+03,1.110e+02,-1.110e+02,19.68,1.770e+00,-2.210e+00,317.0,,,2.38,0.76,-0.74,37.50,1,q1_q17_dr25_tce,3900.00,105.00,-128.00,4.727,0.054,-0.040,0.5340,0.0480,-0.0600,299.650940,40.973282,15.970
1725016,K01007.01,Kepler-748 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.407425020,3.6600000e-05,-3.6600000e-05,355.4965200,3.250000e-03,-3.250000e-03,0.0300,0.4010,-0.0300,3.67500,0.10100,-0.10100,4.4200e+02,2.100e+01,-2.100e+01,2.01,6.200e-01,-2.100e-01,938.0,,,183.15,171.57,-55.16,23.10,1,q1_q17_dr25_tce,5922.00,184.00,-205.00,4.474,0.054,-0.216,0.9610,0.2970,-0.0990,292.262910,37.236992,15.242
1722276,K01008.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,569.934135000,1.5020000e-03,-1.5020000e-03,248.9404500,1.710000e-03,-1.710000e-03,0.9190,12.4400,-0.0760,4.19040,0.06170,-0.06170,1.8904e+04,2.960e+02,-2.960e+02,38.98,1.111e+01,-4.760e+00,296.0,,,1.81,1.35,-0.50,66.70,1,q1_q17_dr25_tce,5367.00,75.00,-86.00,3.783,0.084,-0.144,2.0570,0.5860,-0.2510,291.696720,37.238041,14.645
892772,K01009.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,5.092465390,4.3900000e-05,-4.3900000e-05,357.5359400,5.300000e-03,-5.300000e-03,0.1610,0.3030,-0.1610,3.65900,0.19900,-0.19900,2.5400e+02,1.650e+01,-1.650e+01,1.17,1.200e-01,-1.300e-01,844.0,,,119.70,48.69,-36.91,17.10,1,q1_q17_dr25_tce,5037.00,181.00,-181.00,4.547,0.072,-0.054,0.7510,0.0790,-0.0790,291.153380,36.678841,15.162
1027438,K01010.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,110.615766220,,,145.8353700,,,,,,5.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,291.354030,36.784519,13.620
10268907,K01077.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,1.103971357,2.6790000e-06,-2.6790000e-06,354.5821600,1.720000e-03,-1.720000e-03,0.5200,0.0060,-0.4780,0.92600,0.08180,-0.08180,3.1790e+02,2.130e+01,-2.130e+01,1.37,2.500e-01,-1.100e-01,1471.0,,,1109.79,652.85,-295.67,21.70,1,q1_q17_dr25_tce,5409.00,185.00,-185.00,4.609,0.037,-0.112,0.7460,0.1330,-0.0610,289.714660,47.342220,15.732
5446285,K00142.01,Kepler-88 b,CONFIRMED,CANDIDATE,,0,0,0,0,10.916108342,4.8750000e-06,-4.8750000e-06,133.0092270,3.490000e-04,-3.490000e-04,0.7699,0.0632,-0.3396,3.64960,0.06460,-0.06460,1.4790e+03,6.800e+00,-6.800e+00,3.93,6.600e-01,-1.500e-01,758.0,,,78.19,34.99,-11.75,302.20,,,5575.00,82.00,-116.00,4.521,0.019,-0.153,0.9320,0.1570,-0.0360,291.148070,40.669399,13.113
10166274,K01078.01,Kepler-267 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.353732008,3.9960000e-06,-3.9960000e-06,134.8695970,9.450000e-04,-9.450000e-04,0.0510,0.3630,-0.0510,1.45980,0.03460,-0.03460,1.2647e+03,3.090e+01,-3.090e+01,1.65,1.200e-01,-1.900e-01,615.0,,,33.76,8.53,-9.54,47.80,1,q1_q17_dr25_tce,3789.00,75.00,-82.00,4.781,0.063,-0.031,0.4600,0.0350,-0.0530,299.830410,47.157459,15.438
10166274,K01078.02,Kepler-267 c,CONFIRMED,CANDIDATE,0.9900,0,0,0,0,6.877446033,8.8930000e-06,-8.8930000e-06,132.0842600,1.070000e-03,-1.070000e-03,0.7900,0.0100,-0.5550,1.36920,0.04350,-0.04350,1.6323e+03,4.920e+01,-4.920e+01,2.05,1.600e-01,-2.400e-01,484.0,,,12.95,3.27,-3.66,39.60,2,q1_q17_dr25_tce,3789.00,75.00,-82.00,4.781,0.063,-0.031,0.4600,0.0350,-0.0530,299.830410,47.157459,15.438
10166274,K01078.03,Kepler-267 d,CONFIRMED,CANDIDATE,0.9920,0,0,0,0,28.464648040,8.8050000e-05,-8.8050000e-05,158.0398600,2.540000e-03,-2.540000e-03,0.0350,0.3950,-0.0350,2.66570,0.08060,-0.08060,1.6298e+03,6.030e+01,-6.030e+01,1.87,1.400e-01,-2.200e-01,301.0,,,1.95,0.49,-0.55,28.90,3,q1_q17_dr25_tce,3789.00,75.00,-82.00,4.781,0.063,-0.031,0.4600,0.0350,-0.0530,299.830410,47.157459,15.438
10153827,K01079.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,0.293630085,1.1500000e-07,-1.1500000e-07,133.5842410,3.380000e-04,-3.380000e-04,1.2329,0.2354,-0.0060,2.38570,0.03910,-0.03910,2.0177e+03,1.510e+01,-1.510e+01,26.35,7.630e+00,-2.120e+00,2503.0,,,9283.34,8030.07,-2302.06,170.00,,,5665.00,165.00,-163.00,4.554,0.030,-0.198,0.8430,0.2440,-0.0680,296.334350,47.145580,15.822
5735762,K00148.03,Kepler-48 d,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,42.896450240,9.4310000e-05,-9.4310000e-05,146.0613000,1.860000e-03,-1.860000e-03,0.0070,0.3970,-0.0070,5.68970,0.05600,-0.05600,5.5530e+02,8.600e+00,-8.600e+00,2.00,1.500e-01,-1.500e-01,448.0,,,9.54,2.38,-1.99,66.80,3,q1_q17_dr25_tce,5192.00,103.00,-103.00,4.489,0.066,-0.054,0.8730,0.0650,-0.0650,299.139220,40.949020,13.040
8302450,K01144.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.441998030,1.0660000e-05,-1.0660000e-05,134.5709500,3.710000e-03,-3.710000e-03,0.8560,0.1350,-0.8550,2.75900,0.53400,-0.53400,2.5170e+02,1.940e+01,-1.940e+01,1.44,3.500e-01,-1.200e-01,1282.0,,,638.05,459.75,-161.64,27.20,1,q1_q17_dr25_tce,5970.00,161.00,-179.00,4.564,0.044,-0.176,0.7960,0.1940,-0.0650,292.859650,44.200642,15.282
8313667,K01145.01,,CANDIDATE,CANDIDATE,0.9960,0,0,0,0,30.587215300,1.3130000e-04,-1.3130000e-04,162.8842000,2.810000e-03,-2.810000e-03,0.0130,0.4240,-0.0130,5.36980,0.09060,-0.09060,4.6480e+02,1.610e+01,-1.610e+01,2.32,3.900e-01,-2.400e-01,621.0,,,35.08,16.21,-9.22,33.10,1,q1_q17_dr25_tce,5944.00,106.00,-130.00,4.380,0.080,-0.120,1.0820,0.1810,-0.1110,296.548610,44.264671,14.143
8351704,K01146.01,Kepler-779 A b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.097121240,2.5960000e-05,-2.5960000e-05,136.3451400,2.790000e-03,-2.790000e-03,0.0500,0.3690,-0.0500,2.10590,0.09000,-0.09000,3.6950e+02,2.330e+01,-2.330e+01,0.74,9.000e-02,-1.100e-01,425.0,,,7.73,2.78,-2.57,18.30,1,q1_q17_dr25_tce,3569.00,71.00,-78.00,4.861,0.066,-0.044,0.3890,0.0470,-0.0570,285.628540,44.310890,15.649
8299955,K01147.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.682768300,1.3400000e-05,-1.3400000e-05,134.2553500,4.310000e-03,-4.310000e-03,0.7690,0.1540,-0.5240,2.95700,0.12200,-0.12200,7.9800e+01,3.700e+00,-3.700e+00,1.19,3.400e-01,-2.700e-01,1551.0,,,1366.57,1122.97,-655.64,26.70,1,q1_q17_dr25_tce,6180.00,169.00,-206.00,4.262,0.185,-0.185,1.2230,0.3410,-0.2790,291.890750,44.223728,13.475
9513865,K00943.01,Kepler-736 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.601465336,5.9410000e-06,-5.9410000e-06,171.9918400,1.260000e-03,-1.260000e-03,0.0210,0.4120,-0.0210,2.27530,0.04560,-0.04560,7.7770e+02,1.810e+01,-1.810e+01,2.31,1.100e-01,-1.800e-01,996.0,,,232.65,38.84,-46.04,50.70,1,q1_q17_dr25_tce,5052.00,83.00,-75.00,4.480,0.077,-0.033,0.8550,0.0390,-0.0660,285.391330,46.180939,15.733
9595686,K00944.01,,FALSE POSITIVE,FALSE POSITIVE,1.0000,0,1,1,0,3.108251172,1.5900000e-06,-1.5900000e-06,170.2445660,4.090000e-04,-4.090000e-04,0.9000,0.0120,-0.0260,2.50480,0.06460,-0.06460,1.8677e+03,1.550e+01,-1.550e+01,4.43,7.400e-01,-4.900e-01,1096.0,,,340.69,180.70,-99.18,156.50,1,q1_q17_dr25_tce,5330.00,159.00,-143.00,4.495,0.085,-0.114,0.8470,0.1410,-0.0940,294.799740,46.207569,15.361
9605514,K00945.01,Kepler-1666 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,25.847495800,1.7020000e-04,-1.7020000e-04,188.8740000,4.620000e-03,-4.620000e-03,0.0540,0.4210,-0.0540,5.98500,0.14800,-0.14800,5.3740e+02,2.140e+01,-2.140e+01,2.40,7.500e-01,-2.500e-01,672.0,,,48.23,43.85,-14.74,27.30,2,q1_q17_dr25_tce,6297.00,169.00,-225.00,4.448,0.052,-0.208,1.0310,0.3200,-0.1070,297.951600,46.264721,15.083
9605514,K00945.02,Kepler-1666 c,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,40.715561000,2.0960000e-04,-2.0960000e-04,146.3648500,4.080000e-03,-4.080000e-03,0.0080,0.4070,-0.0080,6.89400,0.13100,-0.13100,6.8090e+02,2.520e+01,-2.520e+01,2.70,8.400e-01,-2.800e-01,578.0,,,26.34,23.94,-8.05,28.90,1,q1_q17_dr25_tce,6297.00,169.00,-225.00,4.448,0.052,-0.208,1.0310,0.3200,-0.1070,297.951600,46.264721,15.083
9661877,K00946.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,20.427207010,6.1250000e-05,-6.1250000e-05,176.7173700,2.270000e-03,-2.270000e-03,0.9560,0.5950,-0.1180,3.44700,0.19900,-0.19900,1.2730e+03,5.230e+01,-5.230e+01,4.42,1.380e+00,-4.600e-01,674.0,,,48.72,46.37,-14.82,36.70,1,q1_q17_dr25_tce,6014.00,189.00,-210.00,4.494,0.052,-0.221,0.9580,0.3000,-0.1000,296.659150,46.382172,15.163
5728283,K01011.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,6.198273591,5.3900000e-07,-5.3900000e-07,183.3731434,6.900000e-05,-6.900000e-05,0.3430,0.0040,-0.0050,7.53837,0.00540,-0.00540,4.7303e+04,2.220e+01,-2.220e+01,19.81,6.400e+00,-2.140e+00,985.0,,,222.23,215.49,-69.50,2561.10,1,q1_q17_dr25_tce,6038.00,181.00,-217.00,4.524,0.039,-0.221,0.8980,0.2900,-0.0970,297.620270,40.943089,15.670
8127639,K01012.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.023471798,1.5290000e-06,-1.5290000e-06,354.8182000,1.040000e-03,-1.040000e-03,0.9740,0.0580,-0.0170,2.34990,0.06080,-0.06080,8.6140e+02,1.790e+01,-1.790e+01,3.78,1.040e+00,-4.400e-01,1727.0,,,2103.09,1777.92,-670.72,63.00,1,q1_q17_dr25_tce,5741.00,189.00,-189.00,4.491,0.075,-0.188,0.8930,0.2440,-0.1050,300.455750,43.934349,15.381
6047498,K01013.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.518727110,2.4600000e-07,-2.4600000e-07,133.6763120,4.000000e-04,-4.000000e-04,1.1990,0.8800,-0.1390,1.25200,0.02490,-0.02490,7.1410e+02,9.900e+00,-9.900e+00,19.07,3.680e+00,-1.570e+00,1965.0,,,3537.27,2068.56,-905.74,93.30,1,q1_q17_dr25_tce,5572.00,152.00,-169.00,4.597,0.040,-0.128,0.7620,0.1470,-0.0630,293.385560,41.349819,15.348
8125580,K01014.01,Kepler-749 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,17.317117390,4.6940000e-05,-4.6940000e-05,142.3609400,2.200000e-03,-2.200000e-03,0.6840,0.2590,-0.4660,3.15180,0.08420,-0.08420,1.4730e+03,4.730e+01,-4.730e+01,2.04,1.000e-01,-1.100e-01,454.0,,,10.07,2.22,-2.31,35.90,1,q1_q17_dr25_tce,4719.00,131.00,-164.00,4.753,0.042,-0.024,0.5020,0.0230,-0.0290,299.897220,43.903912,15.759
8158127,K01015.01,Kepler-750 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.428898840,2.3540000e-05,-2.3540000e-05,140.1046000,2.020000e-03,-2.020000e-03,0.0110,0.3860,-0.0110,4.44810,0.05820,-0.05820,5.6540e+02,1.200e+01,-1.200e+01,4.39,6.100e-01,-1.130e+00,1163.0,,,432.90,159.68,-207.44,50.40,1,q1_q17_dr25_tce,5897.00,79.00,-79.00,3.980,0.203,-0.072,1.8600,0.2590,-0.4810,289.096890,44.004379,14.500
10158990,K01080.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.096583368,2.2790000e-06,-2.2790000e-06,133.6143600,1.910000e-03,-1.910000e-03,0.4210,0.0420,-0.4210,2.11880,0.06370,-0.06370,3.0850e+02,8.700e+00,-8.700e+00,1.35,1.800e-01,-1.500e-01,1474.0,,,1119.90,498.08,-333.71,44.30,1,q1_q17_dr25_tce,5222.00,155.00,-155.00,4.528,0.085,-0.095,0.7630,0.1020,-0.0840,297.788020,47.101070,14.867
10149023,K01081.01,,CANDIDATE,CANDIDATE,0.0000,0,0,0,0,9.956397750,4.8420000e-05,-4.8420000e-05,134.2918600,4.150000e-03,-4.150000e-03,1.2220,31.6500,-0.0570,5.61500,0.22600,-0.22600,5.1050e+02,1.870e+01,-1.870e+01,28.15,8.190e+00,-3.260e+00,905.0,,,158.42,136.18,-52.49,32.90,1,q1_q17_dr25_tce,6161.00,172.00,-236.00,4.454,0.048,-0.192,1.0530,0.3060,-0.1220,294.768550,47.132790,15.220
10141900,K01082.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,6.503270350,3.1340000e-05,-3.1340000e-05,135.2665700,3.570000e-03,-3.570000e-03,0.0800,0.3750,-0.0800,2.59100,0.13100,-0.13100,4.1830e+02,2.410e+01,-2.410e+01,1.67,8.000e-02,-1.200e-01,804.0,,,98.81,16.62,-18.82,19.00,1,q1_q17_dr25_tce,4999.00,79.00,-79.00,4.490,0.075,-0.030,0.8430,0.0400,-0.0600,292.144470,47.157349,15.692
10141900,K01082.02,,CANDIDATE,CANDIDATE,0.6950,0,0,0,0,4.096676240,1.9560000e-05,-1.9560000e-05,133.0983300,3.760000e-03,-3.760000e-03,0.1420,0.3200,-0.1420,2.19000,0.12200,-0.12200,3.0230e+02,2.040e+01,-2.040e+01,1.42,7.000e-02,-1.000e-01,938.0,,,182.90,30.76,-34.85,16.20,3,q1_q17_dr25_tce,4999.00,79.00,-79.00,4.490,0.075,-0.030,0.8430,0.0400,-0.0600,292.144470,47.157349,15.692
10141900,K01082.03,Kepler-763 b,CONFIRMED,CANDIDATE,0.8210,0,0,0,0,1.196548464,3.7490000e-06,-3.7490000e-06,132.5336300,2.530000e-03,-2.530000e-03,0.3320,0.1360,-0.3320,1.25920,0.08100,-0.08100,2.2460e+02,1.600e+01,-1.600e+01,1.25,6.000e-02,-9.000e-02,1414.0,,,945.12,158.94,-180.08,16.50,2,q1_q17_dr25_tce,4999.00,79.00,-79.00,4.490,0.075,-0.030,0.8430,0.0400,-0.0600,292.144470,47.157349,15.692
8410727,K01148.01,Kepler-270 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.476090150,5.0830000e-05,-5.0830000e-05,135.3962200,3.650000e-03,-3.650000e-03,0.7550,0.0110,-0.5430,5.04600,0.11100,-0.11100,1.8230e+02,7.100e+00,-7.100e+00,2.07,3.700e-01,-3.700e-01,984.0,,,221.34,111.44,-84.71,27.70,1,q1_q17_dr25_tce,6071.00,121.00,-133.00,4.202,0.149,-0.122,1.4100,0.2520,-0.2520,282.200100,44.422298,13.908
8410727,K01148.02,Kepler-270 c,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,25.263046700,3.3120000e-04,-3.3120000e-04,134.1839700,9.990000e-03,-9.990000e-03,0.7430,0.2150,-0.5070,6.22000,0.29300,-0.29300,1.2550e+02,9.400e+00,-9.400e+00,1.71,3.000e-01,-3.100e-01,756.0,,,77.24,38.89,-29.56,14.30,2,q1_q17_dr25_tce,6071.00,121.00,-133.00,4.202,0.149,-0.122,1.4100,0.2520,-0.2520,282.200100,44.422298,13.908
8349405,K01149.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,7.168826600,,,136.2382700,,,,,,1.29000,,,,,,,,,,,,,,,,,,,,,,,,,,,284.385620,44.391289,15.602
8278371,K01150.01,Kepler-780 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,0.677374687,1.0980000e-06,-1.0980000e-06,133.9457300,1.370000e-03,-1.370000e-03,0.1320,0.3350,-0.1320,1.83610,0.03990,-0.03990,7.6700e+01,2.300e+00,-2.300e+00,0.90,1.400e-01,-8.000e-02,2099.0,,,4572.56,1997.25,-1123.40,38.70,1,q1_q17_dr25_tce,5718.00,104.00,-115.00,4.395,0.090,-0.110,1.0370,0.1620,-0.0990,281.766390,44.292549,13.326
8280511,K01151.01,Kepler-271 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.435470310,2.6850000e-05,-2.6850000e-05,134.8246200,2.300000e-03,-2.300000e-03,0.1740,0.2570,-0.1740,3.41670,0.05980,-0.05980,2.1020e+02,6.000e+00,-6.000e+00,1.22,1.300e-01,-9.000e-02,759.0,,,78.35,25.04,-16.97,36.70,1,q1_q17_dr25_tce,5528.00,110.00,-110.00,4.499,0.063,-0.077,0.8530,0.0890,-0.0670,283.002960,44.284229,13.404
8280511,K01151.02,Kepler-271 c,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,7.410843140,3.0980000e-05,-3.0980000e-05,135.7542500,3.430000e-03,-3.430000e-03,0.0640,0.3840,-0.0640,3.24500,0.09650,-0.09650,1.2410e+02,5.200e+00,-5.200e+00,0.94,1.000e-01,-8.000e-02,850.0,,,123.40,39.43,-26.72,25.60,2,q1_q17_dr25_tce,5528.00,110.00,-110.00,4.499,0.063,-0.077,0.8530,0.0890,-0.0670,283.002960,44.284229,13.404
9710326,K00947.01,Kepler-737 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,28.599140310,5.4890000e-05,-5.4890000e-05,189.9266700,1.570000e-03,-1.570000e-03,0.0090,0.3740,-0.0090,3.65670,0.05560,-0.05560,1.5851e+03,3.390e+01,-3.390e+01,1.83,1.600e-01,-2.100e-01,298.0,,,1.87,0.52,-0.53,53.80,1,q1_q17_dr25_tce,3755.00,75.00,-84.00,4.781,0.063,-0.031,0.4610,0.0400,-0.0530,291.862850,46.429260,15.190
9761882,K00948.01,Kepler-738 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,24.587163550,8.7390000e-05,-8.7390000e-05,173.7057200,2.930000e-03,-2.930000e-03,0.6480,0.2690,-0.4300,3.98400,0.10100,-0.10100,9.0750e+02,2.950e+01,-2.950e+01,2.37,4.100e-01,-2.100e-01,530.0,,,18.72,9.94,-4.89,35.60,1,q1_q17_dr25_tce,5474.00,147.00,-163.00,4.605,0.037,-0.105,0.7490,0.1300,-0.0650,287.569670,46.567860,15.598
5297298,K00130.01,,FALSE POSITIVE,FALSE POSITIVE,0.9130,0,1,0,0,34.193600311,3.6580000e-06,-3.6580000e-06,155.2966351,8.580000e-05,-8.580000e-05,0.6250,0.0040,-0.0050,5.41382,0.00803,-0.00803,1.3715e+04,1.160e+01,-1.160e+01,21.95,3.790e+00,-4.630e+00,778.0,,,86.74,43.36,-36.96,1405.60,1,q1_q17_dr25_tce,6129.00,135.00,-123.00,3.991,0.175,-0.094,1.7860,0.3080,-0.3770,297.360320,40.429810,13.325
9766437,K00949.01,Kepler-739 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.532482220,2.2300000e-05,-2.2300000e-05,170.7653500,1.370000e-03,-1.370000e-03,0.6680,0.0500,-0.4810,4.01680,0.06460,-0.06460,1.1459e+03,1.970e+01,-1.970e+01,3.24,9.400e-01,-3.200e-01,775.0,,,85.15,72.99,-24.49,66.70,1,q1_q17_dr25_tce,5997.00,162.00,-198.00,4.522,0.048,-0.192,0.9040,0.2640,-0.0880,290.067990,46.579140,15.485
